enrollee_id,city,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,looking_for_job_change,split,experience_numeric,last_new_job_numeric,job_change_label
26785,city_138,0.836,Male,No,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,never,28,0,train,11,0,Not Looking
7930,city_24,0.698,Unknown,Yes,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,never,6,0,train,14,0,Not Looking
30292,city_74,0.579,Male,Yes,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,8,0,train,6,1,Not Looking
15034,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,44,0,train,4,1,Not Looking
14047,city_103,0.92,Male,Yes,Part time course,Graduate,STEM,12,Unknown,Unknown,2,48,0,train,12,2,Not Looking
5903,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,67,1,train,15,3,Looking
27947,city_173,0.878,Male,No,no_enrollment,High School,Unknown,10,Unknown,Unknown,1,17,1,train,10,1,Looking
3105,city_116,0.743,Male,No,Full time course,Graduate,STEM,3,Unknown,Pvt Ltd,never,47,1,train,3,0,Looking
26323,city_103,0.92,Other,No,no_enrollment,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,>4,130,0,train,0.5,5,Not Looking
29517,city_138,0.836,Male,Yes,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,never,30,0,train,11,0,Not Looking
27358,city_21,0.624,Male,No,no_enrollment,Graduate,STEM,4,100-500,Unknown,never,85,1,train,4,0,Looking
21374,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,Unknown,124,1,train,1,NA,Looking
8476,city_101,0.5579999999999999,Unknown,Yes,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,33,0,train,1,1,Not Looking
24323,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,61,1,train,3,1,Looking
19519,city_21,0.624,Unknown,Yes,no_enrollment,Masters,STEM,5,Unknown,Unknown,1,56,0,train,5,1,Not Looking
12179,city_44,0.725,Unknown,Yes,no_enrollment,Graduate,STEM,7,Unknown,Unknown,never,80,0,train,7,0,Not Looking
28429,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,35,0,train,21,1,Not Looking
16186,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,50,0,train,10,2,Not Looking
22667,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,0,train,21,5,Not Looking
30919,city_143,0.74,Male,Yes,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,65,0,train,21,3,Not Looking
3682,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,>20,Unknown,Pvt Ltd,>4,85,0,train,21,5,Not Looking
16056,city_55,0.7390000000000001,Male,Yes,no_enrollment,Graduate,STEM,8,NA,Pvt Ltd,1,119,0,train,8,1,Not Looking
19565,city_21,0.624,Unknown,Yes,Full time course,Masters,STEM,8,100-500,Early Stage Startup,3,84,1,train,8,3,Looking
24338,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,74,0,train,4,1,Not Looking
7180,city_21,0.624,Unknown,No,no_enrollment,Primary School,Unknown,1,Unknown,Unknown,never,46,0,train,1,0,Not Looking
13652,city_61,0.913,Male,Yes,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,6,0,train,14,1,Not Looking
23612,city_114,0.926,Male,Yes,Full time course,Graduate,STEM,5,NA,Public Sector,1,53,0,train,5,1,Not Looking
23248,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,90,0,train,5,2,Not Looking
1580,city_16,0.91,Male,No,Full time course,Graduate,STEM,1,Unknown,Unknown,never,4,0,train,1,0,Not Looking
14613,city_16,0.91,Unknown,Yes,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,2,56,0,train,3,2,Not Looking
17552,city_105,0.794,Unknown,Yes,Full time course,Unknown,Unknown,<1,Unknown,Unknown,Unknown,18,0,train,0.5,NA,Not Looking
24148,city_21,0.624,Male,Yes,no_enrollment,Graduate,Business Degree,8,100-500,Pvt Ltd,1,52,1,train,8,1,Looking
27162,city_75,0.939,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,65,0,train,21,5,Not Looking
28926,city_103,0.92,Male,No,no_enrollment,Graduate,Business Degree,5,10000+,Pvt Ltd,>4,12,0,train,5,5,Not Looking
18048,city_27,0.848,Male,Yes,Full time course,High School,Unknown,6,50-99,Pvt Ltd,2,67,0,train,6,2,Not Looking
11525,city_11,0.55,Unknown,No,Part time course,Graduate,STEM,<1,Unknown,Unknown,never,20,1,train,0.5,0,Looking
8604,city_103,0.92,Male,Yes,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,43,0,train,14,5,Not Looking
8757,city_160,0.92,Male,No,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,26,1,train,21,1,Looking
23889,city_103,0.92,Unknown,Yes,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,72,0,train,1,1,Not Looking
9080,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,4,Unknown,Unknown,1,65,0,train,4,1,Not Looking
19484,city_136,0.897,Male,Yes,no_enrollment,High School,Unknown,2,NA,Pvt Ltd,2,30,0,train,2,2,Not Looking
5627,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,3,Unknown,Unknown,never,10,1,train,3,0,Looking
832,city_23,0.899,Male,Yes,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,1,train,9,5,Looking
6240,city_114,0.926,Male,Yes,no_enrollment,Graduate,Humanities,18,100-500,Pvt Ltd,>4,61,0,train,18,5,Not Looking
44,city_136,0.897,Male,Yes,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,145,0,train,21,1,Not Looking
13527,city_103,0.92,Male,No,Full time course,Graduate,Arts,2,Unknown,Unknown,1,48,0,train,2,1,Not Looking
27660,city_114,0.926,Female,Yes,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,30,1,train,11,2,Looking
25643,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,96,0,train,8,1,Not Looking
26913,city_57,0.866,Male,Yes,Full time course,Graduate,STEM,6,<10,Unknown,1,108,0,train,6,1,Not Looking
6284,city_116,0.743,Male,Yes,no_enrollment,Masters,STEM,11,Unknown,Unknown,1,28,1,train,11,1,Looking
15969,city_105,0.794,Male,Yes,Full time course,High School,Unknown,5,<10,Pvt Ltd,1,91,0,train,5,1,Not Looking
32081,city_23,0.899,Male,Yes,no_enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,1,20,0,train,18,1,Not Looking
17972,city_40,0.7759999999999999,Male,Yes,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,2,54,0,train,6,2,Not Looking
5169,city_21,0.624,Unknown,Yes,Full time course,High School,Unknown,5,Unknown,Unknown,1,16,1,train,5,1,Looking
30203,city_21,0.624,Male,Yes,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,22,0,train,4,1,Not Looking
30978,city_167,0.921,Male,Yes,no_enrollment,Graduate,Humanities,13,<10,Funded Startup,1,150,0,train,13,1,Not Looking
23298,city_103,0.92,Unknown,No,no_enrollment,High School,Unknown,6,Unknown,Unknown,never,35,0,train,6,0,Not Looking
7479,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,32,0,train,10,1,Not Looking
16452,city_136,0.897,Male,No,Full time course,Graduate,STEM,2,Unknown,Unknown,never,87,0,train,2,0,Not Looking
9901,city_166,0.649,Male,Yes,Part time course,Graduate,STEM,1,NA,Early Stage Startup,never,19,0,train,1,0,Not Looking
11411,city_75,0.939,Male,No,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,2,44,0,train,4,2,Not Looking
7790,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,9,0,train,9,1,Not Looking
10733,city_21,0.624,Female,No,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,3,1,train,4,1,Looking
8438,city_103,0.92,Male,Yes,no_enrollment,Graduate,Other,7,5000-9999,Pvt Ltd,1,41,1,train,7,1,Looking
3748,city_103,0.92,Male,Yes,no_enrollment,Graduate,Business Degree,7,<10,Pvt Ltd,1,116,0,train,7,1,Not Looking
1947,city_100,0.887,Male,Yes,no_enrollment,Graduate,No Major,16,Unknown,Unknown,1,49,0,train,16,1,Not Looking
7480,city_75,0.939,Unknown,Yes,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,64,0,train,21,1,Not Looking
10399,city_103,0.92,Male,No,no_enrollment,Unknown,Unknown,5,Unknown,Unknown,never,67,0,train,5,0,Not Looking
23315,city_103,0.92,Female,No,no_enrollment,Graduate,Humanities,1,500-999,Public Sector,never,95,1,train,1,0,Looking
28880,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,1,10000+,Pvt Ltd,1,42,0,train,1,1,Not Looking
21571,city_90,0.698,Unknown,No,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,70,0,train,21,5,Not Looking
16025,city_103,0.92,Male,No,Full time course,Graduate,STEM,10,Unknown,Unknown,never,87,0,train,10,0,Not Looking
17257,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,1,<10,Unknown,Unknown,43,0,train,1,NA,Not Looking
26204,city_61,0.913,Male,Yes,no_enrollment,Graduate,STEM,19,5000-9999,Public Sector,>4,9,0,train,19,5,Not Looking
26699,city_114,0.926,Male,No,no_enrollment,High School,Unknown,10,<10,Early Stage Startup,1,107,1,train,10,1,Looking
5993,city_150,0.698,Male,Yes,no_enrollment,High School,Unknown,16,100-500,Public Sector,>4,74,0,train,16,5,Not Looking
11656,city_21,0.624,Female,No,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,56,1,train,13,5,Looking
24939,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,56,1,train,3,2,Looking
3040,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17,0,train,4,2,Not Looking
18674,city_114,0.926,Unknown,Yes,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,47,0,train,21,1,Not Looking
16350,city_90,0.698,Unknown,No,no_enrollment,High School,Unknown,1,Unknown,Unknown,never,6,0,train,1,0,Not Looking
17739,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,<1,NA,Pvt Ltd,1,22,0,train,0.5,1,Not Looking
24758,city_102,0.804,Male,Yes,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,52,0,train,16,5,Not Looking
20491,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,16,1,train,6,1,Looking
28749,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,82,0,train,3,1,Not Looking
16837,city_160,0.92,Male,No,no_enrollment,Graduate,STEM,15,Unknown,Unknown,1,162,1,train,15,1,Looking
2881,city_102,0.804,Unknown,Yes,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,90,0,train,6,2,Not Looking
2514,city_50,0.8959999999999999,Male,Yes,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,3,39,0,train,8,3,Not Looking
31605,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,31,0,train,21,5,Not Looking
3608,city_160,0.92,Female,Yes,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,40,0,train,21,5,Not Looking
8850,city_160,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,51,0,train,7,4,Not Looking
11790,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,110,1,train,21,5,Looking
336,city_73,0.754,Male,Yes,Part time course,Graduate,STEM,4,NA,Pvt Ltd,1,96,0,train,4,1,Not Looking
7338,city_75,0.939,Male,Yes,no_enrollment,Graduate,STEM,20,100-500,NGO,>4,82,0,train,20,5,Not Looking
28107,city_103,0.92,Unknown,Yes,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,155,0,train,16,1,Not Looking
30734,city_145,0.555,Male,No,no_enrollment,Graduate,Humanities,1,Unknown,Unknown,never,26,1,train,1,0,Looking
9524,city_12,0.64,Unknown,Yes,Part time course,High School,Unknown,6,100-500,Unknown,1,10,0,train,6,1,Not Looking
26392,city_160,0.92,Male,Yes,no_enrollment,Graduate,STEM,11,<10,Funded Startup,1,24,0,train,11,1,Not Looking
31766,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,2,NA,Early Stage Startup,1,34,1,train,2,1,Looking
29670,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,10,Unknown,Unknown,3,28,0,train,10,3,Not Looking
27254,city_104,0.924,Male,Yes,no_enrollment,Graduate,STEM,11,<10,Funded Startup,3,40,0,train,11,3,Not Looking
30225,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,167,1,train,21,3,Looking
1835,city_75,0.939,Male,Yes,Full time course,High School,Unknown,19,50-99,Public Sector,2,26,0,train,19,2,Not Looking
31695,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,0,train,21,5,Not Looking
30704,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,15,NA,Other,>4,30,0,train,15,5,Not Looking
17000,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,101,0,train,19,5,Not Looking
14378,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,<1,500-999,Unknown,1,22,1,train,0.5,1,Looking
20289,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,7,1,train,21,5,Looking
11194,city_103,0.92,Female,Yes,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,314,0,train,8,2,Not Looking
390,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,28,0,train,9,0,Not Looking
11863,city_103,0.92,Male,Yes,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30,0,train,16,1,Not Looking
22002,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,110,0,train,14,2,Not Looking
18687,city_16,0.91,Male,Yes,no_enrollment,Masters,Other,13,1000-4999,NGO,>4,182,0,train,13,5,Not Looking
9088,city_115,0.789,Female,No,Full time course,Graduate,STEM,3,Unknown,Unknown,never,144,1,train,3,0,Looking
23977,city_123,0.738,Unknown,Yes,Full time course,Graduate,STEM,17,Unknown,Unknown,3,13,1,train,17,3,Looking
32738,city_21,0.624,Male,No,Full time course,Graduate,STEM,<1,Unknown,Pvt Ltd,never,114,0,train,0.5,0,Not Looking
22299,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,>20,NA,Pvt Ltd,>4,70,0,train,21,5,Not Looking
25200,city_21,0.624,Female,Yes,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,118,0,train,7,1,Not Looking
1389,city_16,0.91,Male,Yes,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,55,0,train,21,5,Not Looking
23738,city_97,0.925,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,34,0,train,21,5,Not Looking
30160,city_103,0.92,Female,Yes,no_enrollment,Graduate,STEM,2,NA,Pvt Ltd,never,168,0,train,2,0,Not Looking
14813,city_21,0.624,Unknown,Yes,no_enrollment,Masters,STEM,7,Unknown,Pvt Ltd,1,21,1,train,7,1,Looking
26558,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,68,1,train,6,3,Looking
32237,city_67,0.855,Male,No,no_enrollment,High School,Unknown,8,Unknown,Unknown,never,31,0,train,8,0,Not Looking
31778,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,32,0,train,15,5,Not Looking
15044,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,2,14,0,train,13,2,Not Looking
3705,city_157,0.769,Male,Yes,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,2,36,0,train,14,2,Not Looking
25652,city_102,0.804,Unknown,No,no_enrollment,Masters,Business Degree,5,Unknown,Unknown,2,157,1,train,5,2,Looking
31680,city_114,0.926,Male,No,no_enrollment,Masters,Humanities,11,50-99,Pvt Ltd,3,90,0,train,11,3,Not Looking
29674,city_16,0.91,Male,Yes,no_enrollment,Graduate,Arts,>20,Unknown,Unknown,>4,27,0,train,21,5,Not Looking
2142,city_76,0.698,Unknown,Yes,no_enrollment,High School,Unknown,5,<10,Funded Startup,1,44,0,train,5,1,Not Looking
14745,city_21,0.624,Female,No,Full time course,Masters,STEM,6,NA,Pvt Ltd,1,29,0,train,6,1,Not Looking
6887,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,24,0,train,10,1,Not Looking
11834,city_114,0.926,Unknown,Yes,Part time course,Graduate,STEM,15,NA,Pvt Ltd,>4,73,0,train,15,5,Not Looking
2037,city_149,0.6890000000000001,Male,No,Unknown,Graduate,STEM,6,Unknown,Unknown,2,166,1,train,6,2,Looking
29029,city_102,0.804,Male,Yes,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,31,0,train,2,1,Not Looking
29032,city_16,0.91,Female,Yes,no_enrollment,Graduate,STEM,12,NA,Pvt Ltd,3,10,0,train,12,3,Not Looking
23323,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37,0,train,21,5,Not Looking
4916,city_128,0.527,Male,No,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,92,0,train,5,1,Not Looking
12871,city_136,0.897,Male,No,no_enrollment,Masters,STEM,10,Unknown,Unknown,1,60,1,train,10,1,Looking
7047,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,70,1,train,8,1,Looking
31619,city_64,0.6659999999999999,Male,No,Part time course,Masters,Humanities,2,Unknown,Unknown,2,81,0,train,2,2,Not Looking
26734,city_36,0.893,Male,Yes,Part time course,Graduate,Arts,8,NA,Public Sector,1,23,0,train,8,1,Not Looking
22833,city_50,0.8959999999999999,Male,No,no_enrollment,Masters,STEM,5,50-99,Public Sector,1,95,0,train,5,1,Not Looking
26507,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,6,0,train,21,4,Not Looking
10744,city_100,0.887,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,80,0,train,21,4,Not Looking
4854,city_16,0.91,Male,Yes,no_enrollment,High School,Unknown,20,Unknown,Unknown,>4,24,1,train,20,5,Looking
13950,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,30,1,train,21,5,Looking
30716,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,17,NA,Funded Startup,2,36,0,train,17,2,Not Looking
3545,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,31,0,train,21,5,Not Looking
28034,city_23,0.899,Unknown,Yes,Full time course,Unknown,Unknown,3,<10,Public Sector,1,8,0,train,3,1,Not Looking
6053,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,4,98,0,train,21,4,Not Looking
23661,city_103,0.92,Male,Yes,Full time course,Graduate,STEM,5,Unknown,Unknown,>4,31,1,train,5,5,Looking
28746,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,6,50-99,Pvt Ltd,1,45,0,train,6,1,Not Looking
29384,city_64,0.6659999999999999,Male,Yes,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,94,0,train,21,5,Not Looking
21262,city_158,0.7659999999999999,Unknown,Yes,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,158,0,train,9,1,Not Looking
31104,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,48,0,train,21,2,Not Looking
20161,city_103,0.92,Female,Yes,no_enrollment,Masters,Other,5,Unknown,Unknown,1,54,0,train,5,1,Not Looking
768,city_36,0.893,Unknown,Yes,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22,0,train,21,5,Not Looking
29840,city_50,0.8959999999999999,Male,Yes,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,42,0,train,21,1,Not Looking
26111,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,8,10000+,Pvt Ltd,1,21,0,train,8,1,Not Looking
29292,city_136,0.897,Male,Yes,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,16,0,train,14,1,Not Looking
25831,city_173,0.878,Male,No,Full time course,Graduate,STEM,14,Unknown,Unknown,2,8,1,train,14,2,Looking
1458,city_83,0.923,Unknown,Yes,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,>4,6,1,train,9,5,Looking
17112,city_160,0.92,Male,No,no_enrollment,Primary School,Unknown,1,Unknown,Unknown,never,60,1,train,1,0,Looking
20197,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,83,0,train,10,1,Not Looking
8025,city_45,0.89,Unknown,Yes,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,46,0,train,12,1,Not Looking
13411,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,10,Unknown,Unknown,1,12,0,train,10,1,Not Looking
20264,city_73,0.754,Unknown,No,no_enrollment,High School,Unknown,1,Unknown,Unknown,never,59,0,train,1,0,Not Looking
25878,city_57,0.866,Male,Yes,Full time course,Graduate,STEM,7,Unknown,Unknown,2,94,0,train,7,2,Not Looking
430,city_160,0.92,Unknown,Yes,no_enrollment,Masters,STEM,>20,Unknown,Unknown,3,46,1,train,21,3,Looking
22953,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,10,NA,Pvt Ltd,>4,150,0,train,10,5,Not Looking
10841,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,54,0,train,21,5,Not Looking
12861,city_136,0.897,Unknown,Yes,no_enrollment,Masters,STEM,11,1000-4999,Unknown,2,31,0,train,11,2,Not Looking
31610,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,78,0,train,21,5,Not Looking
5297,city_36,0.893,Male,Yes,Part time course,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,96,0,train,21,1,Not Looking
24859,city_102,0.804,Male,Yes,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,28,1,train,21,5,Looking
1785,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,20,1,train,21,5,Looking
11690,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,13,0,train,16,1,Not Looking
2568,city_173,0.878,Unknown,No,no_enrollment,Masters,Humanities,1,<10,Pvt Ltd,1,98,0,train,1,1,Not Looking
12796,city_16,0.91,Unknown,No,Full time course,High School,Unknown,<1,NA,Pvt Ltd,2,58,0,train,0.5,2,Not Looking
17,city_21,0.624,Unknown,Yes,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,0,train,13,4,Not Looking
5773,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,55,0,train,6,1,Not Looking
21178,city_65,0.802,Male,Yes,no_enrollment,Graduate,STEM,4,Unknown,Unknown,1,15,0,train,4,1,Not Looking
7667,city_103,0.92,Female,No,no_enrollment,Graduate,Humanities,4,100-500,NGO,2,68,0,train,4,2,Not Looking
20025,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,23,1,train,10,5,Looking
3246,city_100,0.887,Male,Yes,Full time course,Unknown,Unknown,14,Unknown,Unknown,1,43,1,train,14,1,Looking
1435,city_103,0.92,Unknown,No,no_enrollment,High School,Unknown,Unknown,Unknown,Unknown,Unknown,4,0,train,NA,NA,Not Looking
9960,city_61,0.913,Unknown,Yes,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,34,0,train,17,5,Not Looking
3343,city_100,0.887,Male,No,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,76,0,train,21,1,Not Looking
28152,city_160,0.92,Male,Yes,no_enrollment,Masters,Humanities,>20,NA,NGO,>4,278,0,train,21,5,Not Looking
18554,city_138,0.836,Male,Yes,no_enrollment,Graduate,STEM,9,NA,Pvt Ltd,1,86,0,train,9,1,Not Looking
30402,city_114,0.926,Male,No,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,20,0,train,8,1,Not Looking
13285,city_41,0.8270000000000001,Male,Yes,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,>4,118,0,train,21,5,Not Looking
4510,city_75,0.939,Male,No,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,9,0,train,3,0,Not Looking
6860,city_21,0.624,Unknown,Yes,no_enrollment,Masters,STEM,7,NA,Pvt Ltd,never,70,1,train,7,0,Looking
15782,city_103,0.92,Unknown,No,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,23,0,train,16,1,Not Looking
7414,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,39,0,train,15,1,Not Looking
11822,city_160,0.92,Male,No,Full time course,High School,Unknown,4,Unknown,Unknown,1,153,1,train,4,1,Looking
21824,city_160,0.92,Unknown,Yes,no_enrollment,Masters,STEM,16,Unknown,Unknown,Unknown,91,1,train,16,NA,Looking
14322,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,4,NA,Pvt Ltd,1,105,0,train,4,1,Not Looking
33327,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,70,0,train,21,5,Not Looking
8611,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,188,1,train,21,5,Looking
22463,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,104,1,train,7,4,Looking
9435,city_103,0.92,Unknown,No,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,22,0,train,4,1,Not Looking
694,city_114,0.926,Male,Yes,no_enrollment,High School,Unknown,8,NA,Unknown,>4,29,0,train,8,5,Not Looking
14095,city_64,0.6659999999999999,Male,Yes,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,14,1,train,2,2,Looking
27285,city_55,0.7390000000000001,Male,Yes,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12,0,train,21,5,Not Looking
14652,city_75,0.939,Male,No,no_enrollment,Primary School,Unknown,2,Unknown,Unknown,never,103,0,train,2,0,Not Looking
1432,city_103,0.92,Male,Yes,no_enrollment,Phd,STEM,14,10000+,Pvt Ltd,1,54,0,train,14,1,Not Looking
10286,city_114,0.926,Male,No,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,4,1,train,10,1,Looking
16634,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,>20,50-99,Unknown,3,32,0,train,21,3,Not Looking
